"numbers","solutions","solvable","amt","solved_rate","mean_time","std_time"
"[7,9,10,12]","['12+10+9-7']",true,7.39,0.941,7.95,3.25
"[7,9,11,11]","['11+11+9-7']",true,6.38,0.958,6.86,2.66
"[7,9,11,12]","['(11+7)×12/9','(11-7)×9-12']",true,37.51,0.503,18.63,10.96
"[7,9,12,12]","['12×9-12×7']",true,15.98,0.642,9.71,5.73
"[7,9,13,13]","['13+13+7-9','(13-7)×(13-9)']",true,6.91,0.965,7.48,2.77
"[7,10,10,11]","['11+10+10-7']",true,7.38,0.937,7.72,2.98
"[7,10,10,12]","['(12-10)×7+10']",true,12.68,0.778,11.52,5.48
"[7,10,11,13]","['(13-11)×7+10']",true,13.72,0.74,11.37,5.96
"[7,10,12,12]","['(10-7)×12-12','12×10/(12-7)']",true,7.8,0.847,7.89,3.92
"[7,10,12,13]","['(13+7)×12/10']",true,67.34,0.376,22.94,13.2
"[7,12,12,13]","['12×12/(13-7)','(13×12+12)/7']",true,9.38,0.828,9.14,4.24
"[8,8,8,10]","['(10-8)×8+8']",true,6.53,0.902,6.84,2.94
"[8,8,8,11]","['11×8-8×8']",true,18.2,0.632,10.83,6.35
"[8,8,8,12]","['(8+8)×12/8','(12-8)×8-8']",true,7.64,0.882,8.02,4.01
"[8,8,8,13]","['(8+8-13)×8']",true,9.44,0.843,9.4,4.42
"[8,8,9,11]","['9×8/(11-8)','(11-9)×8+8']",true,7.27,0.894,7.82,3.81
"[8,8,9,12]","['12×8-9×8']",true,25.95,0.568,13.14,7.83
"[8,8,9,13]","['(13-9)×8-8']",true,9.36,0.8109999999999999,8.94,4.86
"[8,8,10,12]","['(12-10)×8+8']",true,11.15,0.789,10.07,5.8
"[8,8,10,13]","['8/8+13+10','13×8-10×8']",true,7.02,0.9059999999999999,7.45,3.11
"[8,8,11,12]","['8/8+12+11']",true,6.19,0.91,6.59,2.71
"[8,8,11,13]","['13+11+8-8','(13-11)×8+8']",true,5.64,0.971,6.16,2.3
"[8,8,12,12]","['12+12+8-8','12×8/(12-8)']",true,5.38,0.987,5.82,1.96
"[8,8,12,13]","['13+12-8/8']",true,7.07,0.922,7.4,2.7
"[8,9,9,12]","['9×8/(12-9)']",true,11.79,0.826,11.1,4.78
"[8,9,10,12]","['(10+8)×12/9','12×10/8+9']",true,51.92,0.431,23.06,14.34
"[8,9,10,13]","['9×8/(13-10)','13+10+9-8']",true,6.96,0.96,7.48,2.71
"[8,9,11,11]","['(11-8)×11-9']",true,26.08,0.584,16.62,8.85
"[8,9,11,12]","['12+11+9-8']",true,6.87,0.951,7.55,3.1
"[8,9,11,13]","['(13+11)×(9-8)']",true,7.83,0.905,8.29,3.8
"[8,9,12,12]","['(12+12)×(9-8)','(12-8)×9-12','12×12/9+8']",true,5.8,0.963,6.28,2.23
"[8,9,12,13]","['13+12+8-9','12×8/(13-9)']",true,6.94,0.96,7.43,2.68
"[8,10,10,12]","['12+10+10-8']",true,8.18,0.9440000000000001,8.65,3.43
"[8,10,11,11]","['11+11+10-8']",true,7.13,0.95,7.55,2.78
"[8,10,12,12]","['(12+8)×12/10','12×10-12×8']",true,20.55,0.633,11.9,7.62
"[8,10,12,13]","['12×10/(13-8)']",true,18.99,0.675,14.75,6.55
"[8,10,13,13]","['13+13+8-10']",true,8.03,0.925,8.41,3.36
"[8,11,12,12]","['(11-8)×12-12']",true,8.24,0.772,7.55,3.8
"[9,9,9,12]","['(9+9)×12/9']",true,19.42,0.631,10.38,7.1
"[9,9,10,13]","['9/9+13+10']",true,6.73,0.91,6.94,2.73
"[9,9,11,12]","['9/9+12+11','(12-9)×11-9']",true,5.64,0.94,5.99,2.14
"[9,9,11,13]","['13+11+9-9']",true,5.82,0.9690000000000001,6.39,2.41
"[9,9,12,12]","['12+12+9-9']",true,5.38,0.9840000000000001,5.88,2.12
"[9,9,12,13]","['13+12-9/9','(13-9)×9-12']",true,6.34,0.94,6.7,2.24
"[9,10,10,13]","['13+10+10-9']",true,7.61,0.953,8.04,3.09
"[9,10,11,12]","['12+11+10-9','(11+9)×12/10']",true,6.96,0.961,7.5,2.82
"[9,10,11,13]","['(13+11)×(10-9)','(13-10)×11-9']",true,8.97,0.898,9.28,3.92
"[9,10,12,12]","['(12+12)×(10-9)']",true,5.96,0.9590000000000001,6.29,2.05
"[9,10,12,13]","['13+12+9-10']",true,8.3,0.935,8.87,3.64
"[9,11,11,11]","['11+11+11-9']",true,6.95,0.955,7.3,2.75
"[9,11,12,12]","['12×11-12×9']",true,21.38,0.593,11.02,6.56
"[9,11,12,13]","['(13+9)×12/11']",true,99.38,0.289,22.82,13.58
"[9,11,13,13]","['13+13+9-11']",true,7.72,0.922,8.27,3.29
"[9,12,12,12]","['(12-9)×12-12']",true,7.35,0.816,7.21,3.72
"[10,10,10,12]","['(10+10)×12/10']",true,23.18,0.597,11.12,7.61
"[10,10,10,13]","['10/10+13+10']",true,6.46,0.93,6.9,3.01
"[10,10,11,12]","['10/10+12+11']",true,6.22,0.935,6.61,2.36
"[10,10,11,13]","['13+11+10-10']",true,6,0.975,6.54,2.35
"[10,10,12,12]","['12+12+10-10']",true,5.34,0.987,5.8,1.93
"[10,10,12,13]","['13+12-10/10']",true,7.21,0.9229999999999999,7.49,2.61
"[10,11,11,12]","['12+11+11-10']",true,7.45,0.968,7.93,2.82
"[10,11,11,13]","['(13+11)×(11-10)','11/11+13+10']",true,6.51,0.948,6.93,2.65
"[10,11,12,12]","['(12+12)×(11-10)','(12+10)×12/11']",true,6.06,0.961,6.36,2.1
"[10,11,12,13]","['13+12+10-11']",true,8.21,0.9590000000000001,8.84,3.58
"[10,12,12,12]","['12×12-12×10']",true,17.98,0.6409999999999999,10.76,6.08
"[10,12,12,13]","['12/12+13+10','(13-10)×12-12']",true,7.37,0.9009999999999999,7.8,3.55
"[10,12,13,13]","['13+13+10-12']",true,8.02,0.945,8.53,3.01
"[10,13,13,13]","['13/13+13+10']",true,6.2,0.935,6.69,2.87
"[11,11,11,12]","['(11+11)×12/11','11/11+12+11']",true,5.33,0.95,5.62,1.98
"[11,11,11,13]","['13+11+11-11']",true,5.56,0.9840000000000001,6.11,2.26
"[11,11,12,12]","['12+12+11-11']",true,5.15,0.988,5.54,1.87
"[11,11,12,13]","['13+12-11/11','(13+11)×(12-11)']",true,6.99,0.9520000000000001,7.46,2.53
"[11,12,12,12]","['12/12+12+11','(12+12)×(12-11)']",true,5.44,0.9790000000000001,5.77,1.88
"[11,12,12,13]","['13+12+11-12','13×12-12×11']",true,6.89,0.972,7.5,2.72
"[11,12,13,13]","['13/13+12+11','(13+11)×(13-12)']",true,6.26,0.953,6.74,2.49
"[11,13,13,13]","['13+13+11-13']",true,5.85,0.9790000000000001,6.42,2.42
"[12,12,12,12]","['12+12+12-12']",true,5.27,0.993,5.72,2.08
"[12,12,12,13]","['(12+12)×(13-12)','13+12-12/12']",true,5.79,0.975,6.13,2
"[12,12,13,13]","['13+12+12-13']",true,5.4,0.987,5.82,1.93
"[12,13,13,13]","['13+12-13/13','(13+13)×12/13']",true,6.49,0.9470000000000001,6.86,2.44
